city,link,name,party,sex,city_en
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6757,Vedat DEMİRÖZ,AK Parti,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6871,Volkan BOZKIR,AK Parti,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7532,Yavuz AĞIRALİOĞLU,İYİ Parti,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7556,Yunus EMRE,CHP,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7523,Yüksel Mansur KILINÇ,CHP,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7517,Zafer SIRAKAYA,AK Parti,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7182,Zeynel EMRE,CHP,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7585,Zeynel ÖZEN,HDP,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7587,Züleyha GÜLÜM,HDP,K,ISTANBUL
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7220,Ahmet Tuncay ÖZKAN,CHP,E,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7342,Atila SERTEL,CHP,E,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6779,Aytun ÇIRAY,İYİ Parti,E,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7640,Bedri SERTER,CHP,E,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6239,Binali YILDIRIM,AK Parti,E,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7662,Cemal BEKLE,AK Parti,E,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7399,Ceyda BÖLÜNMEZ ÇANKIRI,AK Parti,K,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7518,Dursun Müsavat DERVİŞOĞLU,İYİ Parti,E,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7496,Ednan ARSLAN,CHP,E,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7494,Fehmi Alpay ÖZALAN,AK Parti,E,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6875,Hamza DAĞ,AK Parti,E,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7458,Hasan KALYONCU,MHP,E,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7279,Kamil Okyay SINDIR,CHP,E,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7495,Kani BEKO,CHP,E,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=5982,Kemal KILIÇDAROĞLU,CHP,E,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7460,Mahir POLAT,CHP,E,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7370,Mahmut Atilla KAYA,AK Parti,E,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7644,Mehmet Ali ÇELEBİ,CHP,E,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7352,Murat BAKAN,CHP,E,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7619,Murat ÇEPNİ,HDP,E,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7653,Necip NASIR,AK Parti,E,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7255,Özcan PURÇU,CHP,E,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7168,Selin SAYEK BÖKE,CHP,K,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7620,Serpil KEMALBAY PEKGÖZEGÜ,HDP,K,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7498,Sevda ERDAN KILIÇ,CHP,K,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7226,Tacettin BAYIR,CHP,E,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7567,Tamer OSMANAĞAOĞLU,MHP,E,IZMIR
İzmir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7526,Yaşar KIRKPINAR,AK Parti,E,IZMIR
Kahramanmaraş,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7452,Ahmet ÖZDEMİR,AK Parti,E,KAHRAMANMARAS
Kahramanmaraş,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7433,Ali ÖZTUNÇ,CHP,E,KAHRAMANMARAS
Kahramanmaraş,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7330,Celalettin GÜVENÇ,AK Parti,E,KAHRAMANMARAS
Kahramanmaraş,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7450,Habibe ÖÇAL,AK Parti,K,KAHRAMANMARAS
Kahramanmaraş,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7398,İmran KILIÇ,AK Parti,E,KAHRAMANMARAS
Kahramanmaraş,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6862,Mahir ÜNAL,AK Parti,E,KAHRAMANMARAS
Kahramanmaraş,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7451,Mehmet Cihat SEZAL,AK Parti,E,KAHRAMANMARAS
Kahramanmaraş,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7006,Sefer AYCAN,MHP,E,KAHRAMANMARAS
Karabük,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6547,Cumhur ÜNAL,AK Parti,E,KARABUK
Karabük,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7468,Hüseyin Avni AKSOY,CHP,E,KARABUK
Karabük,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7477,Niyazi GÜNEŞ,AK Parti,E,KARABUK
Karaman,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7635,İsmail Atakan ÜNVER,CHP,E,KARAMAN
Karaman,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6981,Recep ŞEKER,AK Parti,E,KARAMAN
Karaman,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7499,Selman Oğuzhan ESER,AK Parti,E,KARAMAN
Kars,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6698,Ahmet ARSLAN,AK Parti,E,KARS
Kars,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6693,Yunus KILIÇ,AK Parti,E,KARS
Kastamonu,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6337,Hakkı KÖYLÜ,AK Parti,E,KASTAMONU
Kastamonu,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7464,Hasan BALTACI,CHP,E,KASTAMONU
Kastamonu,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7021,Metin ÇELİK,AK Parti,E,KASTAMONU
Kayseri,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7136,Çetin ARIK,CHP,E,KAYSERI
Kayseri,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7561,Dursun ATAŞ,İYİ Parti,E,KAYSERI
Kayseri,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7339,Hülya NERGİS,AK Parti,K,KAYSERI
Kayseri,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7609,İsmail ÖZDEMİR,MHP,E,KAYSERI
Kayseri,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6948,İsmail TAMER,AK Parti,E,KAYSERI
Kayseri,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7337,İsmail Emrah KARAYEL,AK Parti,E,KAYSERI
Kayseri,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7299,Mehmet ÖZHASEKİ,AK Parti,E,KAYSERI
Kayseri,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6318,Mustafa ELİTAŞ,AK Parti,E,KAYSERI
Kayseri,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7511,Mustafa Baki ERSOY,MHP,E,KAYSERI
Kayseri,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6317,Taner YILDIZ,AK Parti,E,KAYSERI
Kırıkkale,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7441,Ahmet ÖNAL,CHP,E,KIRIKKALE
Kırıkkale,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7420,Halil ÖZTÜRK,MHP,E,KIRIKKALE
Kırıkkale,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6133,Ramazan CAN,AK Parti,E,KIRIKKALE
Kırklareli,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7396,Selahattin MİNSOLMAZ,AK Parti,E,KIRKLARELI
Kırklareli,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7111,Türabi KAYAN,CHP,E,KIRKLARELI
Kırklareli,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7051,Vecdi GÜNDOĞDU,CHP,E,KIRKLARELI
Kırşehir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7439,Metin İLHAN,CHP,E,KIRSEHIR
Kırşehir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7557,Mustafa KENDİRLİ,AK Parti,E,KIRSEHIR
Kilis,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6656,Ahmet Salih DAL,AK Parti,E,KILIS
Kilis,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7363,Mustafa Hilmi DÜLGER,AK Parti,E,KILIS
Kocaeli,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7354,Cemil YAMAN,AK Parti,E,KOCAELI
Kocaeli,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7656,Emine ZEYBEK,AK Parti,K,KOCAELI
Kocaeli,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6534,Fikri IŞIK,AK Parti,E,KOCAELI
Kocaeli,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6680,Haydar AKAR,CHP,E,KOCAELI
Kocaeli,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6941,İlyas ŞEKER,AK Parti,E,KOCAELI
Kocaeli,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6664,Lütfü TÜRKKAN,İYİ Parti,E,KOCAELI
Kocaeli,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7310,Mehmet Akif YILMAZ,AK Parti,E,KOCAELI
Kocaeli,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7543,Ömer Faruk GERGERLİOĞLU,HDP,E,KOCAELI
Kocaeli,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7217,Radiye Sezer KATIRCIOĞLU,AK Parti,K,KOCAELI
Kocaeli,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7107,Saffet SANCAKLI,MHP,E,KOCAELI
Kocaeli,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7353,Sami ÇAKIR,AK Parti,E,KOCAELI
Kocaeli,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7138,Tahsin TARHAN,CHP,E,KOCAELI
Konya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7409,Abdulkadir KARADUMAN,Saadet P,E,KONYA
Konya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7065,Abdullah AĞRALI,AK Parti,E,KONYA
Konya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=4694,Abdüllatif ŞENER,CHP,E,KONYA
Konya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7351,Ahmet SORGUN,AK Parti,E,KONYA
Konya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7414,Esin KARA,MHP,K,KONYA
Konya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7416,Fahrettin YOKUŞ,İYİ Parti,E,KONYA
Konya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6718,Gülay SAMANCI,AK Parti,K,KONYA
Konya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7066,Hacı Ahmet ÖZDEMİR,AK Parti,E,KONYA
Konya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7093,Halil ETYEMEZ,AK Parti,E,KONYA
Konya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7025,Leyla ŞAHİN USTA,AK Parti,K,KONYA
Konya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6466,Mustafa KALAYCI,MHP,E,KONYA
Konya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6301,Orhan ERDEM,AK Parti,E,KONYA
Konya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7443,Selman ÖZBOYACI,AK Parti,E,KONYA
Konya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7479,Tahir AKYÜREK,AK Parti,E,KONYA
Konya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7033,Ziya ALTUNYALDIZ,AK Parti,E,KONYA
Kütahya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7560,Ahmet ERBAŞ,MHP,E,KUTAHYA
Kütahya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7365,Ahmet TAN,AK Parti,E,KUTAHYA
Kütahya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7497,Ali Fazıl KASAP,CHP,E,KUTAHYA
Kütahya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7545,Ceyda ÇETİN ERENLER,AK Parti,K,KUTAHYA
Kütahya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7036,İshak GAZEL,AK Parti,E,KUTAHYA
Malatya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7579,Ahmet ÇAKIR,AK Parti,E,MALATYA
